,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),TOTAL COLIFORM (MPN/100ml)Mean,wqi
2754,21.7,5.3,7.8,688.0,7.2,1.27,178.0,72.68
2755,20.8,5.6,7.9,561.0,5.6,1.48,145.0,77.36
2756,21.9,5.0,7.9,591.0,6.6,1.68,245.0,67.06
2757,20.6,5.4,8.1,895.0,6.9,2.14,284.0,72.68
2758,19.6,6.2,8.4,780.0,4.9,2.05,224.0,82.98
2759,21.2,5.8,8.0,524.0,5.9,1.39,207.0,77.36
2760,20.0,5.9,7.7,431.0,0.6,0.33,1250.0,76.42
2761,20.3,6.1,7.3,119.0,0.5,0.1,200.0,88.38
2762,26.2,6.6,7.9,861.0,4.4,2.42,113.0,82.98
2763,25.7,6.2,7.7,330.0,5.0,1.13,38.0,88.6
2764,25.1,6.2,7.6,267.0,4.6,1.06,30.0,88.96
2765,25.1,6.3,7.8,197.0,4.2,1.27,44.0,89.14
2766,25.2,6.4,7.7,261.0,3.9,1.44,36.0,88.96
2767,25.4,6.1,7.6,287.0,5.0,1.87,40.0,88.96
2768,20.0,5.7,7.9,760.0,5.6,1.78,96.0,77.36
2769,20.2,6.0,7.8,780.0,5.5,1.49,81.0,82.98
2770,21.9,5.2,7.9,791.0,6.3,2.15,346.0,72.68
2771,20.0,5.9,8.1,565.0,5.0,1.43,110.0,77.36
2772,20.8,5.1,8.0,639.0,6.8,1.65,182.0,72.68
2773,22.5,6.0,7.8,154.0,2.8,0.21,873.0,82.58
2774,23.6,5.9,7.7,433.0,3.8,1.25,148.0,77.36
2775,23.4,5.1,7.8,297.0,5.8,0.43,1335.0,72.1
2776,24.3,6.5,8.0,459.0,2.9,1.1,129.0,87.66
2777,23.7,6.5,8.0,573.0,3.2,0.98,121.0,82.98
2778,23.7,5.9,7.9,477.0,3.2,1.46,119.0,77.36
2779,20.7,5.3,8.0,457.0,5.3,0.61,1394.0,71.74
2780,20.4,5.2,7.8,430.0,5.6,0.64,1354.0,71.74
2781,22.6,5.2,7.8,304.0,5.5,0.44,1257.0,71.74
2782,29.2,6.6,8.1,59.0,1.2,0.21,458.0,88.56
2783,28.0,7.3,8.2,59.0,1.4,0.3,1273.0,82.94
2785,29.3,6.7,8.0,59.0,1.2,0.24,586.0,82.94
2786,31.5,9.1,8.0,755.0,3.1,0.41,1600.0,77.36
2787,30.8,9.1,8.1,795.0,3.2,0.43,948.0,77.36
2788,26.9,6.6,7.9,466.0,2.7,1.11,1074.0,82.0399999999999
2789,27.8,5.1,8.4,687.0,2.9,1.07,341.0,82.04
2790,28.9,6.1,7.9,732.0,0.7,0.27,2558.0,82.0399999999999
2791,27.9,6.4,7.6,680.0,0.6,0.24,1658.0,82.0399999999999
2792,28.4,6.1,7.9,655.0,0.5,0.18,2192.0,82.0399999999999
2793,28.4,6.0,7.8,2453.0,0.6,0.28,1367.0,82.0399999999999
2794,26.4,6.4,7.5,298.0,2.6,1.27,120.0,88.02
2795,25.0,6.5,7.9,419.0,2.7,1.63,158.0,87.66
2796,24.6,6.4,8.0,302.0,2.5,2.54,126.0,87.66
2797,24.8,5.8,7.5,339.0,8.5,1.72,221.0,72.68
2798,27.0,3.4,7.7,358.0,9.8,0.73,1550.0,55.82
2799,26.8,4.8,7.9,602.0,6.4,0.41,1258.0,61.44
2800,27.7,5.5,7.7,571.0,4.0,0.53,865.0,71.74
2801,26.7,3.9,7.8,644.0,8.5,0.41,1610.0,55.82
2802,27.5,4.3,7.9,601.0,7.8,0.53,1540.0,61.44
2803,28.6,5.3,8.0,968.0,5.3,0.53,1485.0,71.74
2804,25.0,5.1,8.1,1412.0,6.3,0.71,1225.0,67.06
2807,26.0,6.8,7.7,203.0,1.4,3.68,1208.0,82.58
2808,26.1,6.9,8.0,246.0,0.8,3.27,739.0,82.4
2809,24.9,7.2,7.7,251.0,2.1,1.01,218.0,88.02
2810,26.3,7.3,7.9,343.0,2.2,1.35,190.0,87.66
2812,27.1,6.4,7.7,777.0,2.5,4.04,1105.0,82.0399999999999
2813,26.6,6.3,7.5,726.0,3.0,1.44,1440.0,82.0399999999999
2814,26.1,7.2,7.7,258.0,2.0,0.99,924.0,82.4
2815,26.0,7.2,7.4,266.0,1.9,1.14,195.0,88.02
2816,27.2,6.3,7.2,595.0,4.2,1.77,324.0,82.98
2817,27.3,6.6,7.6,356.0,3.1,1.46,232.0,82.98
2818,26.2,6.7,7.5,360.0,2.9,1.64,265.0,87.66
2820,26.2,6.9,7.3,196.0,2.0,1.49,228.0,88.2
2821,27.3,7.2,7.5,255.0,2.2,1.23,218.0,88.02
2822,25.8,6.8,7.2,171.0,1.0,0.09,1600.0,82.58
2823,25.9,6.9,7.2,337.0,3.8,1.94,842.0,77.36
2824,26.8,7.0,7.4,289.0,2.5,1.62,239.0,88.02
2825,25.3,7.2,7.4,203.0,1.6,1.46,161.0,88.2
2826,24.4,6.9,7.3,157.0,1.0,0.07,1600.0,82.58
2827,25.7,6.9,7.9,423.0,2.8,0.54,1350.0,82.0399999999999
2828,29.8,6.1,7.8,732.0,0.7,0.29,2350.0,82.0399999999999
2829,28.8,5.4,7.7,769.0,0.7,0.25,2233.0,76.42
2831,26.7,6.0,7.7,973.0,2.5,2.37,1033.0,82.0399999999999
2832,26.5,6.4,7.7,751.0,2.8,2.73,1119.0,82.0399999999999
2833,27.3,4.4,8.1,767.0,7.8,0.83,1613.0,61.44
2834,27.2,5.5,8.1,545.0,4.5,0.63,1452.0,71.74
2835,26.5,5.5,7.9,455.0,5.1,0.49,1050.0,71.74
2836,23.8,4.1,8.3,1588.0,8.7,0.51,1383.0,61.44
2837,23.9,5.0,8.0,251.0,6.1,0.38,1233.0,61.8
2838,20.7,5.3,7.8,311.0,5.8,0.46,1373.0,71.74
2839,20.4,5.6,7.8,141.0,3.9,1.73,681.0,72.46
2840,21.3,4.9,7.9,381.0,6.3,0.63,1050.0,61.44
2841,22.4,5.4,7.9,192.0,5.6,0.39,1494.0,72.28
2842,26.0,6.1,7.7,152.0,2.3,0.23,341.0,88.2
2843,25.8,6.0,7.7,202.0,2.7,0.3,751.0,82.58
2844,26.3,3.6,7.6,345.0,9.3,0.64,1442.0,55.82
2845,27.3,4.7,7.7,426.0,7.2,0.44,1600.0,61.44
2846,26.5,4.0,7.6,464.0,8.9,0.53,1604.0,55.82
2847,26.7,4.7,7.6,456.0,7.0,0.43,1498.0,61.44
2848,32.2,5.5,8.1,1129.0,4.7,0.63,915.0,71.74
2849,30.8,5.0,8.1,1336.0,6.3,0.71,1520.0,61.44
2850,27.1,4.7,8.0,959.0,6.7,0.39,1377.0,61.44
2851,27.3,5.0,8.0,1078.0,6.6,0.93,1210.0,61.44
2852,22.1,5.2,7.8,271.0,5.8,0.39,1113.0,72.1
2853,27.3,4.5,7.9,448.0,7.8,0.3,1485.0,61.44
2854,26.7,6.6,8.0,736.0,3.3,0.65,1002.0,77.36
2855,25.5,6.7,8.0,783.0,2.7,0.69,1008.0,82.0399999999999
2856,29.0,5.9,8.0,794.0,1.1,0.26,3158.0,76.42
2857,26.1,6.8,7.9,768.0,2.7,1.3,1040.0,82.0399999999999
2858,24.5,6.9,7.5,59.0,1.0,0.14,1600.0,82.94
2859,25.3,7.0,7.8,93.0,1.0,0.13,1600.0,82.7599999999999
2860,26.6,7.0,8.5,235.0,1.0,0.31,1600.0,82.4
2861,26.8,6.9,8.5,243.0,1.0,0.33,1600.0,82.4
2862,26.4,6.1,8.1,280.0,1.6,0.38,1600.0,82.4
2863,26.5,7.6,8.1,336.0,1.0,0.46,1600.0,82.0399999999999
2864,26.7,7.0,8.1,331.0,1.3,0.39,1600.0,82.0399999999999
2865,25.8,6.7,8.1,277.0,1.1,0.35,1600.0,82.4
2866,27.9,6.5,8.1,417.0,1.5,0.2,334.0,87.66
2867,28.4,6.2,8.0,475.0,1.1,0.25,324.0,87.66
2868,26.7,6.7,7.9,425.0,1.2,0.2,543.0,82.0399999999999
2869,28.5,5.6,7.7,475.0,1.7,0.25,673.0,76.42
2870,26.2,6.9,7.9,442.0,1.3,0.17,347.0,87.66
2871,28.9,7.4,8.2,727.0,1.2,0.22,323.0,87.66
2872,25.8,6.8,7.8,500.0,1.3,0.16,368.0,87.66
2873,28.0,6.5,8.1,635.0,0.8,0.17,325.0,87.66
2874,28.3,8.0,8.1,598.0,0.9,0.18,303.0,87.66
2875,27.8,7.6,7.8,670.0,0.9,0.23,305.0,87.66
2876,27.6,7.6,8.2,576.0,0.8,0.2,287.0,87.66
2877,26.6,6.1,8.0,739.0,1.9,0.16,460.0,87.66
2878,26.0,6.4,8.1,752.0,1.9,0.2,503.0,82.0399999999999
2879,28.2,6.5,8.0,657.0,1.3,0.21,317.0,87.66
2880,24.3,6.8,8.1,576.0,1.9,0.22,319.0,87.66
2881,26.8,6.4,7.8,431.0,1.3,0.25,348.0,87.66
2882,27.5,5.8,7.9,290.0,1.2,0.19,288.0,82.4
2883,26.9,6.9,7.8,399.0,1.9,0.21,352.0,87.66
2884,27.5,7.0,8.1,513.0,1.7,0.22,864.0,82.0399999999999
2885,31.5,8.1,8.0,1133.0,0.8,0.2,303.0,87.66
2886,31.8,7.8,8.1,1073.0,1.6,0.16,288.0,87.66
2887,25.0,7.3,7.8,345.0,1.3,0.12,1600.0,82.0399999999999
2888,24.3,7.1,7.6,325.0,1.3,0.15,1600.0,82.0399999999999
2889,28.3,6.7,7.5,571.0,2.5,1.38,39.0,93.28
2890,27.0,7.1,8.3,556.0,1.0,0.71,1600.0,82.0399999999999
2891,26.5,6.1,8.2,934.0,3.6,3.37,54.0,82.98
2892,26.5,4.5,7.6,502.0,3.0,0.74,1600.0,70.8
2893,27.7,4.3,7.8,557.0,2.7,0.96,1600.0,70.8
2894,24.6,6.7,7.0,76.0,0.7,0.32,435.0,88.38
2895,24.8,6.8,8.1,146.0,1.0,0.17,1600.0,82.7599999999999
2896,26.5,6.9,8.0,282.0,1.0,0.35,1600.0,82.4
2897,26.8,7.4,8.0,295.0,1.0,0.36,1600.0,82.4
2898,26.7,5.8,7.6,277.0,1.9,0.43,1600.0,76.78
2899,24.6,7.1,7.3,110.0,0.4,0.31,315.0,88.38
2900,26.2,8.1,8.1,276.0,0.8,0.29,220.0,88.02
2901,26.3,8.0,8.0,193.0,0.9,0.18,219.0,88.2
2902,27.6,6.7,8.0,255.0,1.0,0.18,285.0,88.02
2903,27.6,5.9,8.0,343.0,1.3,0.17,348.0,82.04
2904,27.4,6.7,7.9,237.0,0.9,0.16,278.0,88.02
2905,25.2,7.6,7.9,186.0,1.0,0.15,211.0,88.2
2906,28.1,5.8,8.0,423.0,1.3,0.26,289.0,82.04
2907,28.2,5.1,7.9,501.0,1.8,0.21,369.0,82.04
2908,29.1,6.7,7.7,218.0,5.0,1.31,1600.0,77.9
2909,27.7,6.7,8.5,235.0,1.0,3.1,1600.0,82.4
2910,27.1,6.7,8.3,262.0,1.0,0.1,1600.0,82.4
2911,27.1,6.8,7.8,227.0,1.0,0.1,1600.0,82.4
2912,27.3,6.8,8.5,249.0,1.0,0.11,1600.0,82.4
2913,27.6,7.1,7.3,212.0,1.4,0.84,6.0,93.82
2914,28.0,6.7,8.0,304.0,1.5,0.18,3550.0,82.0399999999999
2916,27.0,7.6,7.7,1291.0,10.0,0.34,77.0,78.3
2917,27.0,4.3,8.4,605.0,6.5,1.68,15.0,72.68
2918,26.7,3.7,8.2,600.0,4.3,1.66,20.0,71.74
2919,27.0,4.6,7.2,729.0,4.0,0.33,2300.0,66.12
2920,26.8,6.2,8.4,2670.0,1.3,0.24,1600.0,82.0399999999999
2921,28.7,6.8,6.5,43.0,1.1,0.42,178.0,78.66
2922,29.3,6.6,7.0,59.0,1.1,0.27,113.0,88.56
2923,28.8,6.0,6.2,106.0,1.5,0.28,166.0,71.88
2924,28.3,5.9,6.6,516.0,1.1,0.18,169.0,72.14
2925,25.8,7.3,6.1,87.0,0.9,0.33,169.0,71.88
2926,28.3,7.3,5.9,74.0,1.5,0.22,163.0,72.06
2927,27.8,6.7,6.3,127.0,2.0,0.44,149.0,71.88
2928,26.0,6.8,6.2,226.0,1.6,0.18,151.0,71.52
2929,27.8,7.1,5.9,93.0,1.8,0.28,131.0,71.88
2930,26.3,7.4,6.2,76.0,1.3,0.41,133.0,71.88
2931,25.7,7.3,6.2,113.0,1.2,0.33,137.0,71.88
2932,29.0,7.3,5.9,100.0,1.3,0.27,173.0,71.88
2933,26.9,6.0,5.9,273.0,1.8,0.31,171.0,71.52
2934,27.0,6.1,6.5,201.0,2.0,0.43,149.0,78.3
2935,27.5,6.2,6.3,245.0,1.8,0.31,135.0,71.52
2936,28.3,7.0,6.5,75.0,0.9,0.22,166.0,78.66
2937,29.0,7.3,6.0,74.0,1.6,0.11,181.0,72.06
2938,28.2,7.1,7.9,108.0,3.3,0.42,137.0,83.7
2939,28.0,7.1,7.7,111.0,4.4,0.32,1600.0,78.08
2940,27.4,7.0,8.0,129.0,3.5,0.49,105.0,83.7
2941,27.3,7.0,8.0,130.0,3.3,0.46,93.0,83.7
2942,28.5,5.7,7.4,2323.0,6.3,1.47,541.0,67.06
2943,28.4,5.9,7.6,462.0,4.9,2.47,63.0,77.36
2944,28.4,7.0,7.7,107.0,3.8,0.4,285.0,83.7
2945,28.9,6.2,7.4,299.0,5.1,0.95,401.0,83.34
2946,28.9,7.2,7.9,77.0,3.2,0.42,282.0,83.7
2947,27.9,6.8,7.8,350.0,2.6,1.99,72.0,87.66
2948,26.8,6.9,7.5,133.0,3.2,0.55,409.0,83.7
2949,27.2,6.9,7.5,143.0,3.4,0.54,307.0,83.7
2950,26.8,6.1,6.9,609.0,4.2,3.1,135.0,79.68
2951,26.9,6.8,7.4,129.0,3.2,0.86,133.0,83.7
2952,26.8,6.7,7.4,130.0,3.2,0.75,124.0,83.7
2953,26.9,6.6,7.4,130.0,5.0,0.74,158.0,83.7
2954,26.9,6.7,7.5,120.0,3.6,0.73,226.0,83.7
2955,26.2,7.1,7.9,139.0,3.2,0.45,147.0,83.7
2956,26.4,6.7,7.7,274.0,2.3,2.04,88.0,88.02
2957,26.7,6.3,7.9,326.0,2.5,2.32,71.0,87.66
2958,27.6,7.0,8.3,162.0,3.8,0.48,90.0,83.52
2959,27.5,7.0,8.3,212.0,3.6,0.44,90.0,83.52
2960,27.5,7.1,8.3,227.0,3.2,0.48,124.0,83.34
2961,26.9,6.8,8.2,314.0,4.3,0.45,69.0,82.98
2962,25.9,6.8,7.8,151.0,3.4,0.5,740.0,77.9
2963,25.9,7.0,7.8,123.0,3.4,0.44,100.0,83.7
2964,26.0,6.9,7.8,139.0,3.3,0.76,169.0,83.7
2965,26.9,6.8,8.2,313.0,4.0,0.49,99.0,82.98
2966,24.8,6.7,7.8,215.0,2.5,0.83,51.0,88.2
2967,26.2,6.7,7.8,204.0,2.5,0.77,68.0,88.2
2968,25.3,6.9,7.7,205.0,2.2,0.93,55.0,88.2
2969,26.6,7.1,6.9,72.0,0.5,0.25,641.0,79.64
2970,26.8,6.6,6.9,70.0,0.9,0.49,495.0,85.26
2971,26.6,6.9,7.1,52.0,0.8,0.18,520.0,82.94
2972,26.8,7.2,7.0,830.0,0.8,0.16,654.0,82.0399999999999
2973,29.3,6.3,6.9,95.0,1.3,0.99,1325.0,79.46
2974,25.4,7.2,7.4,164.0,0.9,0.46,2225.0,82.58
2975,25.5,6.9,7.5,231.0,0.8,0.55,1725.0,82.4
2976,26.6,6.5,6.9,101.0,1.3,0.47,1127.0,79.46
2977,24.7,7.1,7.1,64.0,0.6,0.4,646.0,82.94
2978,28.0,7.5,7.2,52.0,0.6,0.15,900.0,82.94
2980,27.4,7.1,7.0,90.0,0.6,0.64,625.0,82.7599999999999
2981,26.5,6.1,7.0,248.0,0.8,0.66,1150.0,82.4
2982,28.4,6.0,7.0,94.0,1.1,0.13,370.0,88.38
2983,28.8,6.5,7.5,76.0,0.8,0.08,585.0,82.7599999999999
2984,26.7,1.5,6.6,192.0,3.6,0.92,2978.0,39.9
2985,26.4,2.0,6.8,79.0,2.4,0.2,1275.0,51.36
2986,26.5,7.2,7.1,52.0,0.6,0.15,687.0,82.94
2987,28.0,7.2,7.3,54.0,0.9,0.25,610.0,82.94
2988,27.9,6.4,6.5,58.0,1.3,0.34,960.0,73.04
2989,28.1,6.3,6.8,77.0,1.2,0.16,208.0,85.08
2990,28.6,5.4,6.6,80.0,1.6,0.27,775.0,67.24
2991,25.3,5.8,7.8,666.0,1.0,0.24,1650.0,76.42
2992,26.1,7.7,7.2,44.0,1.0,0.28,148.0,88.56
2993,24.3,7.1,7.0,27.0,0.4,0.11,218.0,88.56
2994,26.0,7.3,7.2,59.0,0.6,0.19,465.0,88.56
2995,28.5,7.8,7.1,119.0,0.7,0.87,1725.0,82.7599999999999
2996,26.6,7.3,7.1,54.0,1.3,0.41,913.0,82.94
2997,26.8,7.0,6.6,104.0,1.5,0.49,1000.0,72.86
2998,28.0,6.0,7.2,92.0,0.7,0.38,1390.0,82.7599999999999
2999,26.2,6.8,6.6,48.0,0.5,0.44,2025.0,73.04
3000,26.5,7.0,7.0,56.0,1.1,0.43,1725.0,82.94
3001,29.3,6.7,6.9,2531.0,0.5,0.22,465.0,84.36
3002,27.0,7.3,7.2,62.0,0.8,0.95,985.0,82.94
3003,27.3,7.6,7.2,59.0,0.6,0.65,1163.0,82.94
3004,27.9,6.4,6.8,83.0,0.5,0.42,575.0,79.46
3005,27.8,7.0,6.6,50.0,0.6,0.75,578.0,73.04
3006,27.8,6.7,6.8,76.0,1.2,1.21,625.0,79.46
3007,28.3,6.7,6.6,64.0,0.9,1.35,838.0,73.04
3008,27.5,5.6,6.9,943.0,1.5,0.4,1925.0,73.12
3009,26.3,7.4,7.0,38.0,0.9,0.26,1196.0,82.94
3010,27.0,6.7,6.9,43.0,1.0,0.3,2750.0,79.64
3011,27.4,7.1,7.3,48.0,1.5,0.36,1775.0,82.94
3012,27.0,6.2,6.8,309.0,1.6,0.39,2725.0,78.74
3013,27.4,5.2,6.8,61.0,1.8,0.33,2650.0,74.02
3014,27.3,6.8,6.9,995.0,1.1,0.24,1258.0,78.74
3015,27.0,6.8,6.9,52.0,0.9,0.45,198.0,85.26
3016,27.8,6.2,6.6,44.0,0.7,0.21,1630.0,73.04
3017,28.4,4.5,6.5,77.0,1.1,0.34,2675.0,61.62
3018,28.8,7.0,7.4,69.0,1.0,0.12,660.0,82.94
3019,25.9,6.5,6.8,58.0,0.5,0.24,1026.0,79.64
3020,28.0,4.6,6.9,98.0,0.6,0.11,348.0,73.84
3021,28.8,7.1,7.0,51.0,1.0,0.78,1700.0,82.94
3022,27.6,6.2,7.5,371.0,1.1,1.62,528.0,82.0399999999999
3023,27.6,6.2,7.7,316.0,1.3,2.41,312.0,87.66
3024,28.3,7.3,7.1,241.0,2.9,1.17,185.0,88.02
3025,27.5,7.7,7.4,121.0,1.4,0.64,1255.0,82.7599999999999
3026,30.5,6.5,7.3,64.0,1.0,2.6,420.0,88.56
3027,29.5,6.9,7.4,57.0,1.0,1.28,409.0,88.56
3029,25.0,7.0,7.6,111.0,1.6,0.67,2743.0,82.7599999999999
3030,25.9,7.5,7.9,205.0,1.5,1.0,3542.0,82.58
3034,25.0,7.4,8.0,207.0,1.5,0.53,2872.0,82.58
3035,25.8,7.2,8.0,198.0,1.4,0.57,1850.0,82.58
3036,26.8,6.5,8.1,729.0,1.0,0.65,1600.0,82.0399999999999
3037,31.0,3.0,8.1,1086.0,1.0,0.1,1600.0,65.18
3038,28.4,6.3,7.6,830.0,1.8,0.24,2020.0,82.0399999999999
3039,24.0,7.4,7.6,104.0,1.2,0.09,94.0,88.38
3040,25.6,7.1,7.7,103.0,1.2,0.21,131.0,88.38
3041,26.4,6.4,7.7,140.0,2.0,0.16,368.0,88.38
3042,29.4,6.6,7.0,342.0,1.3,0.11,103.0,87.66
3043,25.2,7.2,7.7,87.0,1.1,0.14,113.0,88.38
3044,24.1,7.2,7.5,88.0,1.1,0.12,96.0,88.38
3045,29.0,6.9,7.6,787.0,3.2,0.14,178.0,82.98
3046,29.3,6.9,7.2,338.0,1.3,0.13,135.0,87.66
3047,24.3,7.6,7.6,86.0,1.7,0.1,103.0,88.38
3048,29.3,6.4,7.0,264.0,1.3,0.13,160.0,88.02
3049,26.8,6.2,7.6,170.0,1.8,0.23,277.0,88.2
3050,27.0,6.3,7.6,200.0,2.0,1.42,298.0,88.2
3051,28.0,6.9,7.8,440.0,3.4,1.21,1600.0,77.36
3053,28.0,4.8,7.9,650.0,3.2,0.68,62.0,71.74
3054,32.0,5.0,7.3,390.0,2.8,0.14,20.0,82.04
3055,21.4,8.3,7.6,334.0,1.0,0.49,16.0,93.28
3056,22.3,8.2,7.7,316.0,1.2,0.48,20.0,93.28
3057,22.8,8.3,7.6,304.0,1.2,0.51,20.0,93.28
3058,21.8,5.5,7.6,743.0,7.6,1.02,166.0,72.68
3059,26.9,5.1,7.8,657.0,1.7,0.26,23.0,87.66
3060,27.3,5.3,7.8,623.0,1.7,0.37,18.0,87.66
3061,20.4,5.5,7.5,278.0,1.4,0.2,105.0,82.4
3062,27.7,5.8,7.8,1162.0,1.5,0.59,12.0,87.66
3063,19.0,8.7,7.1,252.0,4.9,0.1,10.0,88.96
3064,26.0,5.1,7.2,17.0,1.0,0.1,10.0,88.56
3065,19.0,10.0,7.4,157.0,0.6,0.1,5.0,99.44
3066,21.8,5.9,7.0,164.0,1.6,0.1,74.0,82.58
3067,22.3,6.1,7.3,141.0,1.4,0.1,63.0,88.38
3068,22.3,5.6,7.1,427.0,1.4,0.1,175.0,82.04
3069,22.3,4.7,7.0,527.0,1.9,0.1,42.0,82.04
3070,23.0,5.5,8.6,116.0,4.5,0.1,113.0,74.78
3071,23.0,6.8,6.8,160.0,1.5,0.1,23.0,90.52
3072,23.0,7.0,7.4,47.0,1.0,0.1,5.0,99.8
3073,23.0,7.3,7.8,116.0,1.2,0.1,10.0,94.0
3074,22.0,5.5,7.3,179.0,1.2,0.1,75.0,82.58
3075,22.3,4.7,7.4,220.0,1.6,0.1,140.0,76.96
3076,27.0,4.9,7.0,180.0,1.2,0.1,10.0,82.58
3077,30.0,5.8,7.8,367.0,6.2,0.1,95.0,72.68
3078,23.0,5.8,7.4,249.0,1.0,0.1,37.0,88.02
3079,23.0,6.2,6.9,182.0,2.1,0.1,8.0,90.52
3080,22.7,5.5,7.7,356.0,1.2,0.1,202.0,82.04
3081,23.0,5.1,6.9,190.0,2.3,0.1,33.0,84.9
3082,23.5,5.2,7.1,164.0,2.8,0.1,20.0,88.2
3083,23.0,4.6,7.0,188.0,2.8,0.1,18.0,82.58
3084,23.5,5.6,6.6,165.0,1.9,0.1,23.0,78.3
3085,22.5,5.5,6.9,118.0,2.8,0.1,10.0,85.08
3086,23.0,6.0,7.0,100.0,4.2,0.1,10.0,89.32
3087,22.5,4.9,6.9,93.0,3.6,0.1,25.0,74.78
3088,20.0,4.8,7.0,167.1,2.8,0.1,1600.0,71.34
3089,22.7,5.4,7.2,211.0,1.1,0.1,78.0,82.58
3090,26.0,6.0,7.5,231.0,1.1,0.1,10.0,93.64
3091,19.0,5.6,7.1,319.0,4.4,0.1,15.0,82.98
3092,22.5,5.7,6.9,261.0,2.3,0.1,53.0,79.1
3093,18.9,9.9,7.1,163.0,1.0,0.1,35.0,93.82
3094,21.0,6.1,7.6,163.0,4.5,0.1,25.0,89.14
3095,22.5,5.1,6.9,170.0,2.5,0.1,10.0,84.9
3096,23.0,3.8,7.0,192.0,3.0,0.1,23.0,76.96
3097,24.4,7.8,7.2,139.0,1.9,0.56,359.0,88.38
3098,20.8,7.3,7.0,162.0,2.2,0.69,2633.0,82.58
3099,25.2,7.8,7.1,136.0,1.9,0.52,409.0,88.38
3100,24.0,7.7,7.1,205.0,7.0,0.84,461.0,78.84
3101,23.4,8.1,7.1,267.0,1.0,0.11,12.0,93.64
3102,23.4,8.0,7.0,278.0,1.1,0.11,18.0,93.64
3103,23.2,6.9,7.2,268.0,1.1,0.11,37.0,93.64
3104,23.3,6.8,7.1,286.0,1.3,0.11,29.0,93.64
3105,28.4,6.6,7.8,149.0,1.8,0.1,340.0,88.38
3106,28.6,6.3,8.0,164.0,3.4,0.3,528.0,77.9
3107,28.5,6.6,7.9,196.0,4.4,0.8,648.0,77.9
3108,28.6,6.4,6.9,244.0,2.1,1.15,129.0,84.72
3110,26.6,6.2,7.5,1098.0,2.6,3.58,82.0,87.66
3111,25.2,6.0,7.4,274.0,1.1,1.62,751.0,82.4
3112,25.9,5.9,7.3,663.0,1.5,2.91,335.0,82.04
3113,26.0,7.0,6.4,89.0,1.5,0.45,185.0,71.88
3114,27.3,6.6,6.5,268.0,1.5,0.9,119.0,78.12
3115,27.8,5.9,6.0,146.0,3.1,0.32,133.0,61.58
3116,28.1,6.9,8.1,307.0,1.7,0.37,55.0,87.66
3117,25.5,5.5,7.5,440.0,10.1,1.65,1600.0,67.06
3118,25.0,6.7,7.7,250.0,2.2,0.88,1600.0,82.4
3119,24.0,7.4,8.0,284.0,1.6,0.32,1600.0,82.4
3120,23.5,7.9,8.2,288.0,1.3,0.12,1600.0,82.4
3121,22.0,6.5,7.2,240.0,2.6,0.5,1600.0,82.4
3122,23.7,7.1,8.0,285.0,1.8,0.31,1600.0,82.4
3123,19.0,7.1,7.9,288.0,2.5,0.2,1600.0,82.4
3124,22.0,7.2,8.2,331.0,1.1,0.44,1600.0,82.0399999999999
3125,23.5,3.6,6.3,147.0,5.1,0.1,30.0,55.96
3126,26.8,5.7,8.1,385.0,1.2,0.38,13.0,87.66
3127,25.2,5.7,7.5,325.0,1.0,0.39,11.0,87.66
3128,25.4,5.9,7.6,370.0,1.5,0.51,31.0,87.66
3129,18.4,8.4,7.6,146.0,3.1,0.1,283.0,83.7
3130,27.7,3.5,8.2,1406.0,9.4,0.79,1348.0,55.82
3131,27.8,6.3,7.2,1199.0,2.7,2.56,128.0,87.66
3132,27.9,5.3,7.7,2285.0,6.4,0.63,318.0,72.68
3133,25.9,7.1,7.8,413.0,3.7,2.84,1380.0,77.36
3134,26.5,4.7,7.5,480.0,4.5,0.86,1600.0,66.12
3135,28.5,6.5,7.0,1588.0,2.4,1.48,1525.0,82.0399999999999
3136,27.1,6.6,6.9,56.0,0.5,0.4,550.0,79.64
3137,25.6,6.9,7.4,42.0,0.5,0.15,1400.0,82.94
3138,26.1,5.9,6.7,477.0,2.0,0.25,2425.0,69.82
3139,23.9,6.7,6.5,25.0,0.8,0.08,40.0,84.28
3140,26.6,6.8,6.8,740.0,1.6,0.2,381.0,84.36
3141,29.0,7.5,7.4,51.0,1.0,0.15,283.0,88.56
3142,27.8,7.5,7.6,244.0,3.3,0.13,1525.0,77.72
3143,25.5,7.1,7.5,96.0,0.6,0.15,885.0,82.7599999999999
3144,26.2,7.9,7.1,27.0,1.0,0.09,170.0,88.56
3145,27.8,8.0,7.1,25.0,1.0,0.79,183.0,88.56
3146,29.5,30.4,8.0,231.0,1.5,0.1,170.0,88.02
3147,29.0,5.2,8.1,413.0,1.7,0.05,1600.0,76.42
3148,19.3,6.5,6.5,111.0,5.7,0.14,12.0,79.42
3149,24.5,7.7,8.0,249.0,1.5,0.4,371.0,88.02
3150,32.0,7.9,8.3,487.0,1.5,0.21,282.0,87.66
3153,23.6,6.2,8.3,475.0,2.7,0.17,3650.0,82.0399999999999
3154,29.3,6.9,6.6,58.0,1.8,0.6,85.0,78.66
3155,28.1,6.8,6.3,54.0,1.9,0.24,147.0,72.06
3156,27.8,7.9,8.5,285.0,3.2,0.13,7.0,88.96
3157,28.3,7.1,8.1,2434.0,7.8,0.39,32.0,83.92
